cty,county_name,cty_pop2000,cz,cz_name,cz_pop2000,statename,state_id,stateabbrv,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate
1001,Autauga,43671,11101,Montgomery,367927.0,Alabama,1,AL,13.60128,9489.02,0.7997351,0.1465638,0.111778,0.1500403,0.0364548,0.0433133,0.0372314,0.1282159,0.3799757,0.1092284,0.06143,0.5195,-0.89783407,56.11275,17.009,1.396808,0.0373794
1003,Baldwin,140415,11001,Mobile,599405.0,Alabama,1,AL,19.08533,9618.34,-0.1136017,0.1455584,0.1072294,0.1155433,0.0325709,0.0215663,0.0411035,0.1005492,0.4897381,0.1014709,0.12719,0.49911,-0.36241368,47.24282,10.22469,1.756222,0.0391124
1005,Barbour,29038,10301,Eufaula,61458.0,Alabama,1,AL,18.51381,9761.77,0.5525707,0.1699224,0.107575,0.1259352,0.0216795,0.0217766,0.0208982,0.0399931,0.4906366,0.267998,0.09734,0.40833,-1.4993488,41.17019,46.03967,1.646119,0.0681317
1007,Bibb,20826,10801,Tuscaloosa,261112.0,Alabama,1,AL,17.71883,11269.81,1.857274,0.2344077,0.1121904,0.1296244,0.0174624,0.028094,0.0020484,0.1035498,0.4170978,0.206075,0.06622,0.46136,-0.93047244,46.36512,22.01095,1.008355,0.0616393
1009,Blount,51024,10700,Birmingham,1038182.0,Alabama,1,AL,19.28041,10238.2,1.781736,0.1779534,0.1179507,0.162979,0.0133791,0.015049,0.0131712,0.0797027,0.3330419,0.1174281,0.06281,0.59722,-1.3040946,50.79178,1.171997,5.326905,0.0328471
1011,Bullock,11714,9800,Auburn,150911.0,Alabama,1,AL,16.24321,9567.91,-0.2624715,0.13971,0.109234,0.1113968,0.0212417,0.0160029,0.0108134,0.0471572,0.4621815,0.3348412,0.14885,0.3463,-1.4240885,21.0432,72.44323,2.748847,0.0908166
1013,Butler,21399,11101,Montgomery,367927.0,Alabama,1,AL,17.09534,10612.92,-0.1712351,0.1591951,0.0914137,0.1189186,0.02398,0.0256163,0.0153547,0.0926762,0.4988843,0.2461808,0.11457,0.37678,-0.90465366,50.00701,40.52058,0.6682555,0.0686004
1015,Calhoun,112249,9600,LaGrange,457299.0,Alabama,1,AL,16.07464,11551.97,0.0058152,0.1570314,0.0983951,0.1211469,0.053608,0.0608826,0.0463492,0.2080907,0.4308186,0.1611126,0.10314,0.53681,-1.38122,64.29367,18.46342,1.561707,0.0501403
1017,Chambers,36583,9600,LaGrange,457299.0,Alabama,1,AL,18.82137,9133.38,0.1255274,0.1760326,0.0911511,0.1194643,0.006901,0.0060293,0.0055217,0.0824692,0.4217112,0.1703605,0.10488,0.50302,-1.014654,54.24104,37.91925,0.7653828,0.0494312
1019,Cherokee,23988,6600,Rome,418304.0,Alabama,1,AL,18.7789,10813.24,1.000673,0.1684725,0.124855,0.1289389,0.0056315,0.0080533,0.0021002,0.0141701,0.4047915,0.1555866,0.10685,0.51245,-2.1839499,52.58463,5.531933,0.8504252,0.041401
1021,Chilton,39593,10700,Birmingham,1038182.0,Alabama,1,AL,19.99786,10632.88,0.1113354,0.1575551,0.1185712,0.1047345,0.0067593,0.0077335,0.005058,0.0744359,0.3909757,0.1570229,0.06643,0.52105,-0.17559723,62.71058,10.43366,2.909605,0.0436641
1023,Choctaw,15922,10802,Demopolis,63233.0,Alabama,1,AL,17.89811,10079.29,1.280056,0.196943,0.0970329,0.1481357,0.0096906,0.0055265,0.0146277,0.1426055,0.4696517,0.2451392,0.07383,0.38282,-0.06412069,51.63296,43.87012,0.6720261,0.0649417
1025,Clarke,27867,11001,Mobile,599405.0,Alabama,1,AL,16.63706,10074.33,0.472652,0.1895089,0.0888582,0.1268191,0.0120292,0.0061561,0.0109057,0.0353558,0.4640328,0.2258816,0.07472,0.42316,-0.62765247,57.46223,42.76743,0.6459253,0.0893002
1027,Clay,14254,9500,Talladega,148252.0,Alabama,1,AL,18.77756,10799.9,-0.2665688,0.1832988,0.0886276,0.0994372,0.0044157,0.0065139,0.0020023,0.0611635,0.3840202,0.1710893,0.06498,0.49074,-1.0874366,74.00028,15.56756,1.77494,0.055296
1029,Cleburne,14123,9600,LaGrange,457299.0,Alabama,1,AL,17.61882,10151.71,-0.5643854,0.1554552,0.0829593,0.1132036,0.0027095,0.0041565,0.0011764,0.1010351,0.295785,0.1394602,0.0385,0.62272,-0.88980641,69.36203,3.689018,1.401968,0.0476804
1031,Coffee,43615,10302,Dothan,223605.0,Alabama,1,AL,18.11449,9246.25,0.7297112,0.1787427,0.1145973,0.1198481,0.0648152,0.0617795,0.0792331,0.1122845,0.448529,0.1469591,0.1181,0.51354,-1.3596053,69.58385,18.22767,2.712369,0.0564018
1033,Colbert,54984,6200,Florence,230941.0,Alabama,1,AL,14.65307,10491.2,1.632327,0.198358,0.1101192,0.1490809,0.0296719,0.0329865,0.0230309,0.0881093,0.4249595,0.1395999,0.07905,0.50655,-0.54587866,66.82671,16.543,1.123963,0.0625484
1035,Conecuh,14089,11002,Atmore,76853.0,Alabama,1,AL,18.63417,11669.29,0.7125779,0.1649885,0.1017331,0.1426172,0.0131628,0.0124706,0.0065385,0.028252,0.4826638,0.2658898,0.14462,0.40945,-1.0152975,42.06828,43.23231,0.723969,0.066629
1037,Coosa,12202,9500,Talladega,148252.0,Alabama,1,AL,16.77909,10470.18,2.071555,0.2196542,0.0971876,0.165444,0.0132063,0.0087547,0.0182593,0.1725112,0.331035,0.1493044,0.0745,0.47046,-1.9438204,27.80692,33.98623,1.29487,0.0617746
1039,Covington,37631,11102,Troy,80901.0,Alabama,1,AL,17.53984,10976.0,0.1813693,0.1751004,0.0968513,0.1167787,0.017772,0.012929,0.0155874,0.1210398,0.4635864,0.1844967,0.10436,0.4811,-1.1204041,69.92905,12.2718,0.775956,0.0576527
1041,Crenshaw,13665,11102,Troy,80901.0,Alabama,1,AL,18.91985,9528.05,2.241745,0.236616,0.1208334,0.1359217,0.0128497,0.0053859,0.01445,0.0244547,0.4017549,0.221062,0.05851,0.43555,-2.0268219,58.4925,24.65423,0.636663,0.0546927
1043,Cullman,77483,10700,Birmingham,1038182.0,Alabama,1,AL,18.92017,10559.13,1.278714,0.1853657,0.1195789,0.1337505,0.0121229,0.0160461,0.0097403,0.0927621,0.3944385,0.1299916,0.09115,0.57138,-0.78950284,71.15883,0.9369797,2.178542,0.042035
1045,Dale,49129,10302,Dothan,223605.0,Alabama,1,AL,14.87033,10397.68,0.0075987,0.1629012,0.0894664,0.1259302,0.0256593,0.0329884,0.0162428,0.0759427,0.4117333,0.1509354,0.10967,0.54728,-2.5296468,48.62098,20.1551,3.342222,0.0505812
1047,Dallas,46365,10801,Tuscaloosa,261112.0,Alabama,1,AL,16.06074,9813.2,0.4039981,0.1697182,0.1073155,0.1198631,0.0605696,0.0631297,0.0558178,0.212516,0.5356634,0.3105486,0.11566,0.34359,-1.1721495,43.60833,62.9807,0.6254718,0.0840064
1049,DeKalb,64452,6100,Gadsden,304068.0,Alabama,1,AL,23.4593,10361.0,2.383092,0.2211687,0.128758,0.1456363,0.0109094,0.0033996,0.0110618,0.1298878,0.4414988,0.1539102,0.13012,0.54357,-1.2381962,59.97952,1.650841,5.551418,0.0437882
1051,Elmore,65874,11101,Montgomery,367927.0,Alabama,1,AL,14.29589,10227.08,0.5557253,0.1745852,0.0936863,0.1367591,0.0387344,0.036568,0.041288,0.0574173,0.378218,0.1024389,0.0602,0.54001,-2.0083937,46.51911,20.50126,1.22203,0.0386334
1053,Escambia,38440,11002,Atmore,76853.0,Alabama,1,AL,19.47329,11176.82,1.035867,0.1825821,0.1146507,0.1302765,0.0201298,0.0166593,0.0221527,0.1643296,0.4873572,0.2086959,0.13828,0.47278,-1.2905083,53.05931,30.69459,0.9859521,0.055974
1055,Etowah,103459,6100,Gadsden,304068.0,Alabama,1,AL,18.33494,12023.26,0.7687104,0.1730915,0.106786,0.1337971,0.0646728,0.0640798,0.0673639,0.3242518,0.4757486,0.1569798,0.11214,0.49497,-0.452156,68.31209,14.61448,1.704057,0.0600306
1057,Fayette,18495,10600,Jasper,161169.0,Alabama,1,AL,16.93837,9606.25,1.710835,0.2288513,0.1069522,0.1327691,0.0145518,0.0123338,0.010669,0.0870454,0.3837385,0.1732422,0.08315,0.53588,0.18361444,54.84185,11.8897,0.8218437,0.0574839
1059,Franklin,31223,6200,Florence,230941.0,Alabama,1,AL,23.20653,11066.61,2.527957,0.2163747,0.1377926,0.1463414,0.0058546,0.005759,0.0051186,0.1511495,0.4386635,0.1888521,0.11765,0.54359,-0.72867467,64.59341,4.186017,7.417609,0.0695541
1061,Geneva,25764,10302,Dothan,223605.0,Alabama,1,AL,19.72452,10284.26,-0.1371873,0.1474916,0.1074136,0.1128677,0.0054,0.0073236,0.0072734,0.0267471,0.4325046,0.1961859,0.11754,0.48441,-1.2248406,65.76231,10.57677,1.758267,0.0583924
1063,Greene,9974,10802,Demopolis,63233.0,Alabama,1,AL,18.11201,8742.56,-0.5175305,0.1536416,0.0803832,0.1192513,0.0006148,0.0001197,0.0012863,0.0028816,0.4518991,0.3427676,0.09509,0.30118,-0.3685943,18.95929,79.8476,0.581512,0.0650753
1065,Hale,17185,10801,Tuscaloosa,261112.0,Alabama,1,AL,16.62354,9545.41,0.1821255,0.1816993,0.0947391,0.1139983,0.0291768,0.0152464,0.0225042,0.1044228,0.5851698,0.2688223,0.22902,0.36075,-1.6801969,39.52284,58.62089,0.9135874,0.0660444
1067,Henry,16310,10302,Dothan,223605.0,Alabama,1,AL,18.30996,9599.56,-0.0236294,0.1744704,0.09509,0.1100976,0.0159438,0.015394,0.0110508,0.0472008,0.442657,0.1905885,0.0843,0.46396,-0.92920077,60.60086,32.17045,1.526671,0.0490209
1069,Houston,88787,10302,Dothan,223605.0,Alabama,1,AL,16.68623,9704.11,-1.117826,0.1299835,0.0923154,0.0986528,0.0625786,0.0560652,0.0711854,0.2042506,0.55633,0.1499897,0.137,0.4431,-0.87110491,67.82412,24.44389,1.263698,0.0390972
1071,Jackson,53926,6100,Gadsden,304068.0,Alabama,1,AL,18.64322,10921.99,0.546486,0.1657381,0.1071344,0.1292732,0.0152648,0.0098955,0.0153629,0.0729292,0.3476273,0.1367446,0.06527,0.57583,-1.5881184,47.58187,3.712495,1.13118,0.0595902
1073,Jefferson,662047,10700,Birmingham,1038182.0,Alabama,1,AL,16.14558,9391.84,0.5771653,0.1653657,0.1041126,0.1339837,0.1226149,0.1115434,0.1300523,0.4181344,0.5981416,0.1477299,0.17284,0.43082,-0.06010005,60.1273,39.21519,1.553364,0.0394048
1075,Lamar,15904,10600,Jasper,161169.0,Alabama,1,AL,17.30687,11128.73,0.9468296,0.1877206,0.1130702,0.1241298,0.0017577,0.0010589,0.0014424,0.0034696,0.3404978,0.1609423,0.05022,0.53662,-1.1733063,71.14562,11.94039,1.301559,0.0736002
1077,Lauderdale,87966,6200,Florence,230941.0,Alabama,1,AL,15.23257,9189.06,-0.1866564,0.1718654,0.0902966,0.1098386,0.0573994,0.0670384,0.048706,0.2004072,0.4801482,0.1442567,0.14518,0.5066,-0.94544237,56.63325,9.803787,1.016302,0.0597039
1079,Lawrence,34803,6000,Huntsville,519583.0,Alabama,1,AL,19.0486,10773.51,0.134819,0.1763574,0.1159528,0.094268,0.0166176,0.0145174,0.0132848,0.206192,0.3800488,0.152513,0.04112,0.4953,-1.8372239,52.01276,13.2546,1.054507,0.0542017
1081,Lee,115092,9800,Auburn,150911.0,Alabama,1,AL,15.78185,8208.34,0.6023005,0.1598468,0.1072488,0.1360345,0.1180673,0.1545997,0.0845278,0.1316848,0.5093675,0.2181195,0.11825,0.46822,-2.0509893,34.58711,22.55066,1.429291,0.0373916
1083,Limestone,65676,6000,Huntsville,519583.0,Alabama,1,AL,16.69577,9537.19,1.03549,0.1840101,0.113409,0.1304534,0.031191,0.039932,0.0257289,0.1137841,0.3978236,0.1234609,0.06664,0.49768,-1.7447152,52.99348,13.25142,2.64937,0.0396629
1085,Lowndes,13473,11101,Montgomery,367927.0,Alabama,1,AL,16.99927,9317.47,1.238201,0.1553317,0.094264,0.1804964,0.0132063,0.0106454,0.0090067,0.0385597,0.4170971,0.3137299,0.09429,0.28169,-1.7823248,28.92452,73.04238,0.6308914,0.0657817
1087,Macon,24105,9800,Auburn,150911.0,Alabama,1,AL,16.38536,7246.68,-0.1498228,0.1308136,0.0843781,0.1484359,0.0108769,0.010917,0.0106458,0.2181466,0.335266,0.3284111,0.0474,0.42061,-2.7204838,19.28231,84.2066,0.7176934,0.0528894
1089,Madison,276700,6000,Huntsville,519583.0,Alabama,1,AL,14.13733,9382.2,0.2961031,0.1576464,0.1050841,0.1265277,0.1201585,0.1149709,0.1267257,0.2256912,0.4516629,0.1054511,0.10971,0.45368,-0.79703973,55.22371,22.6245,1.888688,0.0350733
1091,Marengo,22539,10802,Demopolis,63233.0,Alabama,1,AL,16.80142,9040.83,1.124125,0.1806265,0.1272516,0.1227232,0.0374411,0.0371858,0.0455485,0.0460397,0.5179633,0.2590246,0.07667,0.36788,-0.96526432,51.10697,51.38205,0.9716491,0.0544036
1093,Marion,31214,10600,Jasper,161169.0,Alabama,1,AL,17.28867,10672.44,0.5497517,0.1762167,0.1128859,0.1156387,0.0072364,0.0080119,0.0069329,0.0667361,0.3963141,0.156376,0.07259,0.54606,-1.2056627,59.56942,3.623374,1.153329,0.0791622
1095,Marshall,82231,6100,Gadsden,304068.0,Alabama,1,AL,21.49346,11101.23,1.100323,0.1801163,0.127886,0.121419,0.0108932,0.0117596,0.0078823,0.1289291,0.4541681,0.1466165,0.11419,0.52488,-1.2839182,65.26736,1.452007,5.662098,0.0503851
1097,Mobile,399843,11001,Mobile,599405.0,Alabama,1,AL,18.64541,9867.33,0.7352285,0.1896369,0.1040296,0.1226836,0.0885002,0.0978691,0.0812102,0.3486119,0.5438026,0.1850726,0.13674,0.45569,-1.168109,53.25365,33.22429,1.22223,0.0512988
1099,Monroe,24324,11002,Atmore,76853.0,Alabama,1,AL,18.40344,9651.88,1.646884,0.1690855,0.1143093,0.1674929,0.0190155,0.0229948,0.0188579,0.1121465,0.4817895,0.2131522,0.07405,0.41918,-1.1306817,52.33514,39.80842,0.7811216,0.0660179
1101,Montgomery,223510,11101,Montgomery,367927.0,Alabama,1,AL,15.83644,9223.8,0.7325267,0.1647599,0.1012826,0.1441217,0.1261069,0.1238325,0.1329745,0.2869103,0.620164,0.1734008,0.1526,0.40605,-0.29280109,50.57716,48.38531,1.19234,0.0412751
1103,Morgan,111064,6000,Huntsville,519583.0,Alabama,1,AL,18.93866,10319.95,0.5370564,0.1807341,0.1046242,0.1201266,0.0480686,0.0421117,0.0483221,0.2093257,0.4227009,0.1229125,0.11091,0.50537,-0.88844295,58.65537,11.14943,3.281891,0.0466636
1105,Perry,11861,10801,Tuscaloosa,261112.0,Alabama,1,AL,17.01583,8757.41,0.7196714,0.1637706,0.1033072,0.1422356,0.0284008,0.016892,0.0307,0.1004131,0.4182896,0.3536232,0.09004,0.28913,-0.3854655,30.07335,67.9285,0.8599612,0.1005917
1107,Pickens,20949,10501,Columbus,95083.0,Alabama,1,AL,17.41716,10205.72,0.8107063,0.161526,0.1108806,0.1401615,0.0066885,0.0067916,0.0058747,0.0828636,0.4043043,0.2491311,0.05757,0.39517,-0.81174462,59.36799,42.67507,0.7017041,0.0767691
1109,Pike,29605,11102,Troy,80901.0,Alabama,1,AL,17.64356,10260.29,1.572785,0.2222371,0.1053143,0.1333966,0.011708,0.0119885,0.0139524,0.0670292,0.6502262,0.2306665,0.23138,0.36513,-1.108072,49.68418,36.36548,1.2329,0.0484391
1111,Randolph,22380,9600,LaGrange,457299.0,Alabama,1,AL,18.16193,9729.21,2.191925,0.2270619,0.1209335,0.1408426,0.0046144,0.006822,0.0051128,0.0754555,0.4114501,0.1701197,0.08899,0.45843,-1.6923226,49.87489,22.11349,1.215371,0.0572313
1113,Russell,49756,9701,Columbus,303656.0,Alabama,1,AL,17.42368,9492.12,2.09129,0.2163781,0.1141787,0.1514033,0.0556784,0.0610405,0.0494037,0.2111783,0.389832,0.1990276,0.0648,0.4981,-2.1638197,46.83254,40.63229,1.495297,0.0503464
1115,St Clair,64742,10700,Birmingham,1038182.0,Alabama,1,AL,15.2267,10393.39,0.9137292,0.176654,0.1105062,0.1336449,0.0133158,0.0110671,0.0174135,0.0690248,0.4115335,0.1207624,0.08665,0.52264,-1.9866552,50.05561,8.113744,1.05959,0.0381369
1117,Shelby,143293,10700,Birmingham,1038182.0,Alabama,1,AL,12.2728,10352.62,0.6561321,0.1661294,0.1093201,0.1315342,0.0783692,0.0710724,0.0872699,0.0864882,0.4375185,0.0631362,0.13815,0.42216,-1.2101295,45.62191,7.376494,2.030804,0.0265401
1119,Sumter,14798,10802,Demopolis,63233.0,Alabama,1,AL,18.82586,9890.98,1.853814,0.2773002,0.0979465,0.1117122,0.006763,0.0063485,0.0063044,0.0219257,0.5588153,0.3869655,0.14947,0.2819,-1.2855206,27.11853,72.42871,1.115016,0.0770425
1121,Talladega,80321,9500,Talladega,148252.0,Alabama,1,AL,16.21582,10760.15,1.132404,0.1954525,0.1128225,0.1266644,0.0197838,0.0260076,0.013418,0.0922972,0.4232292,0.1761475,0.08208,0.46472,-1.5340353,50.1052,31.38158,1.010944,0.0597552
1123,Tallapoosa,41475,9500,Talladega,148252.0,Alabama,1,AL,17.26984,10232.55,1.435307,0.1842727,0.086695,0.1750368,0.0138883,0.012817,0.0171989,0.1278713,0.4455344,0.1655892,0.06756,0.41942,-1.2513894,58.04702,25.28752,0.5834841,0.054068
1125,Tuscaloosa,164875,10801,Tuscaloosa,261112.0,Alabama,1,AL,17.49998,10619.2,-0.2159956,0.16406,0.0948453,0.1097882,0.0943027,0.096254,0.0869612,0.2537638,0.527745,0.1702105,0.1485,0.45702,-1.1359993,50.82942,29.19484,1.291888,0.0381489
1127,Walker,70713,10600,Jasper,161169.0,Alabama,1,AL,16.69434,11451.01,1.033027,0.1939167,0.1091852,0.1271986,0.0178415,0.0169448,0.0161803,0.1233822,0.4131992,0.1649873,0.08008,0.51653,-0.77880962,61.71284,6.113445,0.8583995,0.054624
1129,Washington,18097,11001,Mobile,599405.0,Alabama,1,AL,19.0473,10731.79,-0.5020687,0.1420948,0.0921854,0.116562,0.0073863,0.002432,0.0165769,0.1277308,0.3861413,0.1847597,0.04787,0.4744,-0.82597458,48.66552,26.6232,0.8841245,0.0816627
1131,Wilcox,13183,11001,Mobile,599405.0,Alabama,1,AL,17.56688,8290.33,0.1965979,0.1694014,0.0941193,0.124532,0.0099935,0.0053845,0.0078909,0.0338155,0.4326314,0.3994242,0.07286,0.33074,-1.272732,34.12729,71.47842,0.7357961,0.0924195
1133,Winston,24843,10600,Jasper,161169.0,Alabama,1,AL,19.34062,11531.06,0.4067556,0.162838,0.1138856,0.1184512,0.0061287,0.007286,0.008631,0.0454757,0.4987195,0.1713912,0.17605,0.49476,-0.82879072,59.69891,0.3743509,1.497404,0.085619
4001,Apache,69423,35500,Gallup,241691.0,Arizona,4,AZ,21.36362,7900.05,-0.1676203,0.1612485,0.1113074,0.0971896,0.0501317,0.0529777,0.0389219,0.5373009,0.3636111,0.3782032,0.05989,0.4934,-2.0886373,49.8682,0.2347925,4.492747,0.0938842
4003,Cochise,117755,35100,Tucson,999882.0,Arizona,4,AZ,17.09904,8531.64,0.4909972,0.1628189,0.1082433,0.127915,0.077017,0.0742874,0.0865722,0.1837161,0.3759969,0.1767456,0.06031,0.55105,-1.0297813,40.76855,4.298756,30.68575,0.0483481
4005,Coconino,116320,35401,Flagstaff,289883.0,Arizona,4,AZ,21.36078,7901.21,0.0639132,0.1696904,0.1023855,0.1100657,0.0669191,0.0706225,0.0575958,0.3298703,0.4055955,0.182258,0.06645,0.52922,-0.84022702,30.89065,0.988652,10.94137,0.0467136
4007,Gila,51335,35001,Phoenix,3303211.0,Arizona,4,AZ,19.53568,9865.9,-1.034306,0.1296894,0.0916486,0.1032053,0.0330052,0.0352949,0.025263,0.4124214,0.38817,0.1741172,0.074,0.55481,-1.3501518,43.99922,0.33895,16.64751,0.0577122
4009,Graham,33489,35002,Safford,42036.0,Arizona,4,AZ,18.56009,8507.76,1.389185,0.1710948,0.1286493,0.1400581,0.0197571,0.0192039,0.0190241,0.3151616,0.3256772,0.229879,0.07428,0.63476,-1.5811069,67.08173,1.797605,27.03574,0.0623893
4011,Greenlee,8547,35002,Safford,42036.0,Arizona,4,AZ,15.04994,8730.52,1.958838,0.1930712,0.1589063,0.1174506,0.054208,0.0960245,0.0189262,0.0489102,0.1801817,0.099351,0.03983,0.7798,-0.47569225,91.77489,0.3978004,43.06775,0.0714849
4012,La Paz,19715,38300,Los Angeles,16400000.0,Arizona,4,AZ,25.44999,9326.43,0.2472617,0.1785438,0.0870589,0.1270745,0.0283824,0.0132268,0.0409653,0.1913002,0.4833803,0.1959449,0.11297,0.47945,-2.0604448,24.49404,0.7557697,22.41948,0.0664476
4013,Maricopa,3072149,35001,Phoenix,3303211.0,Arizona,4,AZ,19.17126,9745.6,-0.4529747,0.1547623,0.0926063,0.1087302,0.1218139,0.1004892,0.1394861,0.2008089,0.4853572,0.1174869,0.17028,0.4959,-1.4165532,39.73144,3.532413,24.84714,0.0414625
4015,Mohave,155032,37901,Las Vegas,1568418.0,Arizona,4,AZ,20.35176,8944.78,0.9618363,0.1824079,0.1081872,0.1337816,0.0270444,0.0240586,0.0280714,0.0782127,0.4383844,0.1388457,0.09756,0.51237,-1.9886072,27.99745,0.5076371,11.08287,0.0477989
4017,Navajo,97470,35500,Gallup,241691.0,Arizona,4,AZ,19.38585,7771.49,-0.5143359,0.1348605,0.114289,0.0988788,0.0635486,0.0764193,0.0549278,0.4945563,0.3899504,0.2950444,0.08296,0.54044,-1.8817659,39.24182,0.8146096,8.218939,0.0757138
4019,Pima,843746,35100,Tucson,999882.0,Arizona,4,AZ,18.20142,8453.52,0.157974,0.1535444,0.1038475,0.1248483,0.1180284,0.1006752,0.1334996,0.2038973,0.4766623,0.1466397,0.12577,0.5182,-0.81897701,44.87737,2.850028,29.34272,0.0432998
4021,Pinal,179727,35001,Phoenix,3303211.0,Arizona,4,AZ,19.29601,9828.33,0.0411038,0.1507646,0.0996227,0.1261565,0.0504861,0.0439547,0.0564066,0.2412508,0.3479896,0.1690881,0.06404,0.57735,-2.743335,32.19049,2.591708,29.86251,0.0535817
4023,Santa Cruz,38381,35100,Tucson,999882.0,Arizona,4,AZ,23.90168,6504.82,-0.3446249,0.1801798,0.0696851,0.1177443,0.0372896,0.0410402,0.0274829,0.2227644,0.5813252,0.2448253,0.18948,0.42681,-1.4216476,66.06133,0.1954092,80.78216,0.0868954
4025,Yavapai,167517,35401,Flagstaff,289883.0,Arizona,4,AZ,19.9604,7554.03,0.4878553,0.1674048,0.1035723,0.1290974,0.0162264,0.0129682,0.0197727,0.0273739,0.4432745,0.119465,0.12155,0.56291,-0.87215884,29.7337,0.3516061,9.775724,0.0442322
4027,Yuma,160026,38100,Yuma,302387.0,Arizona,4,AZ,23.90819,8567.61,0.6252457,0.1641692,0.1009876,0.1401812,0.0503274,0.0411941,0.0589166,0.2027623,0.4626098,0.1923488,0.09702,0.47751,-2.5580354,36.12288,1.959682,50.4743,0.1652333
5001,Arkansas,20749,4301,Stuttgart,40542.0,Arkansas,5,AR,18.96376,8994.89,1.406219,0.2134234,0.1177151,0.1200824,0.0164882,0.0205931,0.0131299,0.1366906,0.4724687,0.1779424,0.11513,0.48918,-0.13658906,69.8877,23.24449,0.756663,0.0444336
5003,Ashley,24209,4101,Crossett,24209.0,Arkansas,5,AR,19.87474,10278.82,2.499137,0.2345109,0.1275685,0.1418679,0.0112534,0.0087818,0.0149072,0.0538631,0.439029,0.1748547,0.0741,0.49639,-0.18329435,79.90004,26.8743,3.205419,0.07154
5005,Baxter,38386,25101,Mountain Home,64068.0,Arkansas,5,AR,22.1696,8913.95,1.707709,0.1764788,0.133351,0.1451105,0.0032028,0.0034956,0.0007611,0.0069086,0.4938878,0.1114596,0.12822,0.51544,0.06109583,51.43281,0.1094149,1.00297,0.0522598
5007,Benton,153406,30300,Fayetteville,384122.0,Arkansas,5,AR,19.43136,9007.68,0.144758,0.1498984,0.1093471,0.1213956,0.0222784,0.0202554,0.0246995,0.0917764,0.6090889,0.1007096,0.30811,0.55584,-0.85149953,53.77951,0.3637407,8.77997,0.0283965
5009,Boone,33948,25103,Harrison,76174.0,Arkansas,5,AR,21.30869,8194.56,-0.5011901,0.1582957,0.0974344,0.0990246,0.0114755,0.0142676,0.009893,0.0100162,0.4377297,0.1478138,0.09603,0.56387,0.54253206,54.72487,0.1148816,1.060445,0.0497687
5011,Bradley,12600,4102,Pine Bluff,168122.0,Arkansas,5,AR,27.21294,12216.23,2.081947,0.2244736,0.1291089,0.1296294,0.0044838,0.005494,0.0017051,0.0415269,0.4282552,0.262973,0.06848,0.48077,-0.40291049,69.80952,28.55555,8.253968,0.0688012
5013,Calhoun,5744,4103,El Dorado,89373.0,Arkansas,5,AR,21.93564,10321.04,0.2330561,0.1490269,0.1074897,0.1278093,0.0027293,0.0044189,-0.0001938,0.0156724,0.3123021,0.1653921,0.06179,0.56098,-0.63768539,59.40111,23.36351,1.497214,0.0542265
5015,Carroll,25357,25103,Harrison,76174.0,Arkansas,5,AR,29.08332,8218.58,1.756902,0.1960749,0.1315569,0.1343263,0.0060216,0.0057785,0.0061613,0.0749791,0.3995499,0.1548879,0.08501,0.53775,-0.01441798,43.6487,0.0985921,9.744843,0.0392081
5017,Chicot,14117,4102,Pine Bluff,168122.0,Arkansas,5,AR,21.28635,9526.99,1.970241,0.2243906,0.1239115,0.1301253,0.0290538,0.0300595,0.0240869,0.1434173,0.4461143,0.2863331,0.08157,0.34488,-1.6651582,45.54792,53.41787,2.883049,0.0842498
5019,Clark,23546,34001,Hot Springs,210357.0,Arkansas,5,AR,20.81057,8269.56,3.164707,0.2339559,0.1480743,0.1504006,0.0053564,0.0083948,0.0057555,0.0349448,0.4655635,0.1912179,0.09565,0.49936,-0.20652254,68.41927,21.94003,2.403805,0.044371
5021,Clay,17609,25900,Jonesboro,198671.0,Arkansas,5,AR,22.19508,9693.54,1.539261,0.2083768,0.1333714,0.1136914,0.0097066,0.0094118,0.0045103,0.016635,0.3768172,0.1752031,0.08728,0.55673,-0.54300061,54.9151,0.1646885,0.795048,0.0670881
5023,Cleburne,24046,25104,Heber Springs,51737.0,Arkansas,5,AR,23.31279,8456.0,0.4458804,0.1597497,0.1061633,0.1303833,0.003388,0.0021986,0.002689,0.0129423,0.4082162,0.1310537,0.08138,0.55107,-0.34788061,44.1404,0.1206022,1.172752,0.0453059
5025,Cleveland,8571,4102,Pine Bluff,168122.0,Arkansas,5,AR,20.79304,9963.84,2.404619,0.22805,0.13044,0.1396713,0.0008513,0.0001164,0.0013283,0.0029816,0.3891335,0.1519447,0.09765,0.58929,-1.4995072,61.61475,13.11399,1.621748,0.0543729
5027,Columbia,25603,4001,Magnolia,34162.0,Arkansas,5,AR,18.89169,9805.01,2.251388,0.2330397,0.1288442,0.1308477,0.0278345,0.0234042,0.032678,0.090013,0.4433733,0.2112302,0.07567,0.49143,-0.19641052,64.15655,35.95282,1.050658,0.0497007
